drugbank_id,id
DB13327,3813
DB12163,3814
DB15009,3818
DB14894,3820
DB16130,3826
DB19023,3830
DB15568,3832
DB06506,3837
DB11217,3838
DB11765,3840
DB16346,3843
DB15385,3844
DB05660,3858
DB16650,3861
DB01273,3866
DB04977,3868
DB17097,3872
DB15021,3880
DB16045,3882
DB19125,3883
DB12206,3888
DB17472,3890
DB11675,3894
DB16330,3897
DB12009,3898
DB12998,3906
DB09256,3909
DB15418,3910
DB03695,3912
DB06515,3913
DB12731,3916
DB06725,3918
DB04953,3923
DB04862,3925
DB14828,3930
DB00380,3933
DB09167,3934
DB11964,3935
DB04880,3943
DB12125,3951
DB01452,3952
DB12384,3955
DB01619,3958
DB08490,3966
DB12275,3967
DB04851,3969
DB12353,3970
DB06530,3975
DB01954,3977
DB04944,3979
DB01120,3981
DB05667,3983
DB12827,3993
DB15256,3994
DB18817,3996
DB18794,3999
DB12757,4011
DB13020,4012
DB12513,4013
DB16331,4015
DB12005,4017
DB19170,4018
DB18968,4019
DB12919,4020
DB12888,4025
DB16216,4030
DB12823,4033
DB12971,4039
DB16233,4040
DB06140,4041
DB01252,4049
DB15490,4051
DB05708,4058
DB12515,4060
DB14966,4071
DB19209,4079
DB12798,4081
DB19191,4086
DB06721,4087
DB01071,4088
DB04842,4090
DB03523,4093
DB08387,4098
DB18715,4100
DB16869,4101
DB13006,4106
DB12877,4112
DB09142,4114
DB12184,4115
DB12863,4117
DB16274,4119
DB14070,4120
DB11636,4122
DB13981,4123
DB11838,4125
DB09099,4127
DB06133,4128
DB04882,4133
DB05885,4139
DB11863,4140
DB15447,4143
DB16236,4144
DB09236,4148
DB15232,4150
DB12199,4156
DB01109,4158
DB16056,4162
DB18007,4164
DB11869,4167
DB09310,4169
DB16875,4170
DB16157,4174
DB06694,4179
DB15688,4180
DB12057,4181
DB14921,4189
DB02638,4196
DB00066,4204
DB00642,4205
DB13999,4219
DB16826,4223
DB01268,4232
DB01227,4250
DB06589,4251
DB01161,4252
DB06199,4253
DB00264,4254
DB06701,4255
DB00454,4256
DB00940,4257
DB12128,4258
DB00289,4259
DB00726,4260
DB00692,4261
DB00505,4262
DB00611,570
DB05424,4267
DB06196,4268
DB01177,4269
DB00628,4270
DB06717,994
DB05039,4271
DB15305,4272
DB00439,4273
DB01440,4274
DB00187,4275
DB04861,4277
DB00775,4278
DB00457,4279
DB00574,4280
DB00383,4282
DB01244,4285
DB01173,4286
DB00381,4287
DB00474,4288
DB00831,4289
DB11837,4290
DB00678,4291
DB01149,4294
DB01193,4295
DB00514,4296
DB04786,4298
DB01095,4299
DB00425,4300
DB01019,4301
DB00666,220
DB00213,4302
DB00771,4303
DB00757,4304
DB00652,4305
DB04821,4306
DB01591,4307
DB15646,4308
DB01278,4309
DB06702,4310
DB00937,4311
DB01063,4312
DB08822,187
DB00645,4313
DB01114,105
DB06695,4314
DB00397,4315
DB00360,4316
DB04896,4317
DB09049,4318
DB00944,4320
DB14782,4322
DB01255,4323
DB00714,1197
DB01221,4325
DB00751,4326
DB00800,4327
DB08871,4328
DB00489,4331
DB01036,6
DB06678,4332
DB00884,4333
DB00346,4334
DB01291,4335
DB16832,4336
DB04890,4337
DB01367,4338
DB01156,4339
DB00295,552
DB09185,4340
DB00758,1033
DB01018,4342
DB01438,4343
DB09026,489
DB01258,489
DB06684,4344
DB00659,4345
DB00420,4346
DB01501,4347
DB00972,4348
DB04855,4349
DB01146,4350
DB19325,4351
DB05395,4352
DB01427,4353
DB00782,4354
DB00913,4355
DB11363,4356
DB00540,4357
DB00691,4358
DB14542,4359
DB00458,4361
DB06788,225
DB00296,4363
DB12191,4364
DB06454,4365
DB00872,4366
DB00696,460
DB00843,4367
DB06335,4368
DB00630,4369
DB12071,4370
DB00280,4371
DB00710,4372
DB00496,4373
DB05738,4376
DB00736,4377
DB06663,4379
DB00268,4380
DB00570,4381
DB01069,4382
DB00331,4384
DB01064,4385
DB08860,758
DB06518,1483
DB00748,4387
DB00706,4388
DB00398,4389
DB14825,4390
DB17074,4391
DB01175,4392
DB00797,4393
DB00777,4394
DB00623,4395
DB00434,4396
DB12540,4397
DB06709,4398
DB00918,4399
DB00942,4400
DB00901,4401
DB00708,4402
DB00376,4403
DB01195,4404
DB00561,4405
DB00476,4406
DB00320,4407
DB06217,4408
DB12752,4409
DB06787,4410
DB15323,4412
DB00920,4413
DB00340,4414
DB09290,4415
DB00852,684
DB00715,4417
DB00876,4418
DB00216,4419
DB01240,4420
DB00217,685
DB01135,1045
DB00246,4421
DB01035,4422
DB04948,4425
DB00934,4427
DB13874,4428
DB00619,4429
DB08918,4430
DB06316,1791
DB00318,793
DB01242,4432
DB00332,30
DB09078,4433
DB00366,4434
DB00219,4437
DB00998,4438
DB00403,4439
DB00527,4440
DB08916,4441
DB06216,175
DB00953,4442
DB09237,4443
DB00285,4444
DB01261,4445
DB07214,4445
DB14669,4446
DB00500,4448
DB08875,4450
DB06791,51
DB01210,4451
DB01056,4452
DB00471,4453
DB13931,4454
DB15005,4455
DB06204,4456
DB05460,4459
DB00810,4460
DB06800,561
DB00209,4461
DB00590,4462
DB06691,4463
DB00571,4464
DB01182,4465
DB04868,4466
DB00282,755
DB06230,4469
DB06354,2065
DB04926,4470
DB09079,4471
DB04983,4473
DB09343,4474
DB06753,4475
DB01337,4476
DB14989,4477
DB00203,4478
DB01620,4479
DB01081,4481
DB00647,4482
DB01154,4483
DB00981,4484
DB15465,4486
DB00382,4487
DB14582,4489
DB14644,4491
DB01074,4492
DB00007,4493
DB12612,4494
DB06603,4495
DB06461,4496
DB00661,4498
DB00272,4499
DB01090,4500
DB09076,4501
DB01233,4502
DB01348,4503
DB01231,4504
DB09009,4506
DB00924,4507
DB01577,4508
DB00235,4509
DB00261,4510
DB00939,4511
DB01364,4513
DB00622,4514
DB01625,4515
DB00413,4517
DB00881,4519
DB00629,4522
DB01084,4523
DB00830,4524
DB09075,4525
DB12404,4526
DB00542,4528
DB13139,4531
DB01116,4534
DB16849,4535
DB00484,4536
DB13720,4538
DB00871,4539
DB00325,4541
DB01200,4542
DB01359,4543
DB15455,4544
DB00353,4545
DB00804,4546
DB11894,4547
DB00598,4548
DB06243,4549
DB01043,4550
DB00908,1160
DB01204,4551
DB00521,4552
DB00481,4553
DB01228,4555
DB00221,4556
DB00807,4557
DB12789,4558
DB00321,4559
DB00569,4560
DB00769,4561
DB00802,4562
DB05586,4563
DB01191,4565
DB14674,4566
DB00865,4567
DB00964,4568
DB00490,4569
DB09082,4570
DB15919,4571
DB01338,4572
DB01132,4573
DB08897,4574
DB00956,792
DB01250,4575
DB05528,4579
DB15091,4580
DB00247,4581
DB00343,4582
DB00014,4583
DB09291,4585
DB18515,3679
DB00372,4586
DB11842,4587
DB08815,4588
DB00283,4589
DB01076,762
DB00899,4590
DB00573,4591
DB05381,4592
DB00836,4593
DB08901,4594
DB01170,4595
DB01611,4596
DB01388,4599
DB00405,4600
DB15066,4602
DB00418,4603
DB01245,4604
DB11315,31
DB00961,4605
DB00633,4606
DB00392,4607
DB00680,4608
DB01098,760
DB00465,4609
DB00441,4610
DB04832,4611
DB14019,4612
DB00790,4613
DB01339,4614
DB06441,4615
DB00308,4616
DB01579,4617
DB00816,4618
DB00969,4619
DB04545,4620
DB00492,4621
DB01186,4622
DB08912,4623
DB00298,4624
DB01162,4625
DB00997,4627
DB00327,4628
DB08895,4630
DB11825,4631
DB00193,4633
DB14901,4634
DB14984,4635
DB17635,4636
DB06401,4637
DB01320,4639
DB08877,4640
DB15935,4641
DB09342,4642
DB00657,4643
DB01192,4644
DB00675,4645
DB01409,4647
DB06620,4648
DB01176,4649
DB00780,4650
DB00539,4651
DB06652,4653
DB04574,4654
DB05645,4655
DB00361,4656
DB01224,475
DB06185,4657
DB00841,4659
DB06814,4660
DB08827,4661
DB11764,4663
DB00915,4664
DB00528,4665
DB06645,4668
DB00762,4669
DB18214,4670
DB03206,4671
DB00723,4672
DB00767,4673
DB00545,4674
DB06210,4675
DB00935,4676
DB00379,4677
DB01336,4678
DB09351,4679
DB00192,4681
DB01151,4683
DB00504,4684
DB00473,4685
DB00449,4687
DB01079,4688
DB01246,4689
DB01014,4690
DB00245,4691
DB00792,4693
DB08799,4695
DB12887,4696
DB00226,4697
DB06704,4698
DB00950,4699
DB00907,4700
DB09080,4701
DB06764,4702
DB13811,4703
DB00388,4704
DB00344,4706
DB15019,4707
DB00682,4708
DB00451,950
DB00333,4709
DB01158,4710
DB04933,4712
DB00530,4714
DB00656,4715
DB00208,4716
DB14765,4717
DB09143,4718
DB00536,4719
DB06016,4721
DB05590,4722
DB06203,4723
DB06711,4724
DB00104,894
DB09030,4725
DB09068,4726
DB00377,4727
DB00541,4728
DB00906,4729
DB00925,4730
DB00728,4731
DB09039,4732
DB00882,4733
DB00941,4735
DB00979,4736
DB00892,4737
DB00697,4738
DB01122,4739
DB11186,4740
DB06497,4741
DB00768,4742
DB00933,4743
DB00733,4744
DB01219,4745
DB01274,986
DB00719,111
DB00599,1109
DB00035,4746
DB13688,4747
DB00963,4748
DB00215,4749
DB01002,4751
DB00387,4752
DB01618,4753
DB01626,4754
DB00869,4755
DB01551,4758
DB15002,4759
DB01129,4760
DB04817,2683
DB00988,4761
DB05316,4762
DB01580,4763
DB01012,4767
DB05553,4768
DB00594,4770
DB01556,4771
DB06209,4772
DB00721,4773
DB06825,227
DB00211,4774
DB00427,4775
DB01104,4776
DB00610,4777
DB00737,127
DB01365,1190
DB11949,4778
DB00565,1043
DB00412,4780
DB06763,4781
DB00175,4782
DB08869,4784
DB01105,1064
DB01106,4785
DB11761,4786
DB11739,4787
DB14631,633
DB01237,4788
DB00612,259
DB00835,4789
DB00854,4790
DB06699,4791
DB04834,4792
DB00983,986
DB00938,4793
DB00176,4794
DB01010,4796
DB13679,4797
DB16699,4798
DB00674,4799
DB06282,4800
DB01400,4802
DB04871,4803
DB00862,4804
DB17149,4805
DB00354,4807
DB06433,2355
DB01142,4808
DB06785,4809
DB06587,4810
DB00202,4811
DB09352,4812
DB00584,4813
DB00011,4815
DB00017,4816
DB00025,4817
DB00028,4818
DB00036,4819
DB00061,4820
DB00070,4821
DB00078,4822
DB00083,4823
DB00093,4824
DB00098,4825
DB00100,4826
DB00114,4827
DB00115,4828
DB00116,4829
DB00118,4830
DB00119,4831
DB00120,4832
DB00121,4833
DB00122,4834
DB00126,4835
DB00127,4836
DB00128,4837
DB00130,4838
DB00131,4839
DB00132,4840
DB00135,4841
DB00139,4842
DB00140,4843
DB00141,4844
DB00142,4845
DB00143,4846
DB00145,4847
DB00148,4848
DB00150,4849
DB00151,4850
DB00152,4851
DB00154,4852
DB00157,4853
DB00158,4854
DB00159,4855
DB00160,4856
DB00162,4857
DB00165,4858
DB00168,4859
DB00170,4860
DB00171,4861
DB00172,4862
DB00174,4863
DB00183,4864
DB00194,4865
DB00198,4866
DB00199,4867
DB00200,4868
DB00205,4869
DB00207,4870
DB00212,4871
DB00218,4872
DB00233,4873
DB00239,4874
DB00240,4875
DB00242,4876
DB00257,4877
DB00260,4878
DB00265,4879
DB00286,4880
DB00290,4881
DB00299,4882
DB00309,4883
DB00345,4884
DB00358,4885
DB00395,4886
DB00407,4887
DB00424,4888
DB00428,4889
DB00431,4890
DB00432,4891
DB00440,4892
DB00445,4893
DB00452,4894
DB00464,4895
DB00466,4896
DB00467,4897
DB00468,4898
DB00469,4899
DB00487,4900
DB00495,4901
DB00518,4902
DB00522,4903
DB00525,4904
DB00534,4905
DB00535,4906
DB00537,4907
DB00546,4908
DB00548,4909
DB00551,4910
DB00553,4911
DB00558,4912
DB00583,4913
DB00587,4914
DB00589,4915
DB00592,4916
DB00596,4917
DB00608,4918
DB00609,4919
DB00613,4920
DB00616,4921
DB00618,4922
DB00626,4923
DB00627,4924
DB00638,4925
DB00643,4926
DB00644,4263
DB00650,4927
DB00653,4928
DB00662,4929
DB00676,4930
DB00685,4931
DB00686,4932
DB00687,4933
DB00693,4934
DB00699,4935
DB00707,4936
DB00711,4937
DB00716,4938
DB00720,4939
DB00725,4940
DB00735,4941
DB00738,4942
DB00743,4943
DB00752,4944
DB00756,4945
DB00759,4946
DB00761,4947
DB00764,4948
DB00772,4949
DB00779,4950
DB00785,4951
DB00789,4952
DB00815,4953
DB00817,4954
DB00824,4955
DB00825,4956
DB00827,4957
DB00837,4958
DB00838,4959
DB00845,4960
DB00847,4961
DB00848,4962
DB00849,4963
DB00851,4964
DB00855,4965
DB00857,4966
DB00866,4967
DB00867,4968
DB00868,4969
DB00874,4970
DB00875,4971
DB00885,4972
DB00886,4973
DB00893,4974
DB00895,4975
DB00898,4976
DB00900,4977
DB00914,4978
DB00936,4979
DB00970,4980
DB00978,4981
DB00992,4982
DB00995,4983
DB01003,4984
DB01007,4985
DB01011,4986
DB01017,4987
DB01022,4988
DB01026,4989
DB01031,4990
DB01034,4991
DB01045,4992
DB01049,4993
DB01051,4994
DB01053,4995
DB01055,4996
DB01058,4997
DB01059,4998
DB01073,4999
DB01077,5000
DB01082,5001
DB01086,5002
DB01087,5003
DB01091,5004
DB01092,5005
DB01093,5006
DB01094,5007
DB01102,5008
DB01103,5009
DB01110,5010
DB01113,5011
DB01117,5012
DB01127,5013
DB01131,5014
DB01133,5015
DB01143,5016
DB01157,5017
DB01165,5018
DB01168,5019
DB01174,5020
DB01178,5021
DB01188,5022
DB01196,5023
DB01206,5024
DB01207,5025
DB01208,5026
DB01218,5027
DB01220,5028
DB01243,5029
DB01251,5030
DB01253,5031
DB01272,5032
DB01275,5033
DB01280,5034
DB01289,5035
DB01295,5036
DB01296,5037
DB01299,5038
DB01327,5039
DB01341,5040
DB01342,5041
DB01346,5042
DB01347,5043
DB01351,5044
DB01352,5045
DB01353,5046
DB01354,5047
DB01355,5048
DB01363,5049
DB01370,5050
DB01373,5051
DB01375,5052
DB01381,5053
DB01382,5054
DB01384,5055
DB01390,5056
DB01392,5057
DB01397,5058
DB01399,5059
DB01401,5060
DB01404,5061
DB01412,5062
DB01421,5063
DB01422,5064
DB01426,5065
DB01428,5066
DB01429,5067
DB01430,5068
DB01431,2803
DB01433,5069
DB01439,5070
DB01442,5071
DB01444,5072
DB01445,5073
DB01454,5074
DB01460,5075
DB01462,5076
DB01463,5077
DB01465,5078
DB01466,5079
DB01467,5080
DB01472,5081
DB01481,5082
DB01483,5083
DB01484,5084
DB01488,5085
DB01489,5086
DB01496,5087
DB01497,5088
DB01509,5089
DB01511,5090
DB01520,5091
DB01524,5092
DB01528,5093
DB01535,5094
DB01536,5095
DB01537,5096
DB01541,5097
DB01545,5098
DB01548,5099
DB01549,5100
DB01553,5101
DB01561,5102
DB01564,5103
DB01565,5104
DB01567,5105
DB01569,5106
DB01571,5107
DB01583,5108
DB01587,5109
DB01592,5110
DB01593,5111
DB01594,5112
DB01595,5113
DB01600,5114
DB01608,5115
DB01612,5116
DB01613,5117
DB01614,5118
DB01615,5119
DB01621,5120
DB01622,5121
DB01624,5122
DB01630,5123
DB01643,5124
DB01644,5125
DB01645,5126
DB01647,5127
DB01650,5128
DB01667,5129
DB01671,5130
DB01677,5131
DB01678,5132
DB01683,5133
DB01684,5134
DB01686,5135
DB01689,5136
DB01698,5137
DB01699,5138
DB01708,5139
DB01734,5140
DB01738,5141
DB01742,5142
DB01744,5143
DB01748,5144
DB01752,5145
DB01758,5146
DB01759,5147
DB01765,5148
DB01766,5149
DB01767,5150
DB01782,5151
DB01784,5152
DB01785,5153
DB01791,5154
DB01793,5155
DB01795,5156
DB01811,5157
DB01822,5158
DB01827,5159
DB01830,5160
DB01833,5161
DB01835,5162
DB01837,5163
DB01841,5164
DB01844,5165
DB01852,5166
DB01861,5167
DB01863,5168
DB01866,5169
DB01880,5170
DB01884,5171
DB01889,5172
DB01890,5173
DB01892,5174
DB01893,5175
DB01901,5176
DB01908,5177
DB01911,5178
DB01915,5179
DB01917,5180
DB01927,5181
DB01929,5182
DB01931,5183
DB01933,1807
DB01941,5184
DB01942,5185
DB01947,5186
DB01950,5187
DB01951,5188
DB01953,5189
DB01955,5190
DB01956,5191
DB01962,5192
DB01963,5193
DB01964,5194
DB01972,5195
DB01977,5196
DB01992,5197
DB01996,5198
DB01997,5199
DB02007,5200
DB02010,5201
DB02015,5202
DB02020,5203
DB02021,5204
DB02026,5205
DB02029,5206
DB02034,5207
DB02044,5208
DB02047,5209
DB02048,5210
DB02052,5211
DB02056,5212
DB02057,5213
DB02068,5214
DB02069,5215
DB02071,5216
DB02073,5217
DB02076,5218
DB02078,5219
DB02079,5220
DB02087,5221
DB02091,5222
DB02095,5223
DB02096,5224
DB02101,5225
DB02105,5226
DB02109,5227
DB02114,5228
DB02115,5229
DB02116,5230
DB02118,5231
DB02126,5232
DB02132,5233
DB02134,5234
DB02143,5235
DB02153,5236
DB02166,5237
DB02169,5238
DB02187,5239
DB02198,5240
DB02207,5241
DB02209,5242
DB02210,5243
DB02211,5244
DB02216,5245
DB02220,5246
DB02230,5247
DB02232,5248
DB02234,5249
DB02235,5250
DB02239,5251
DB02255,5252
DB02256,5253
DB02260,5254
DB02261,5255
DB02266,5256
DB02272,5257
DB02282,5258
DB02285,5259
DB02289,5260
DB02296,5261
DB02297,5262
DB02303,5263
DB02310,5264
DB02311,5265
DB02315,5266
DB02320,5267
DB02323,5268
DB02324,5269
DB02325,5270
DB02326,5271
DB02335,5272
DB02336,5273
DB02341,5274
DB02342,5275
DB02343,5276
DB02347,5277
DB02348,5278
DB02352,5279
DB02360,5280
DB02363,5281
DB02373,5282
DB02375,5283
DB02377,5284
DB02379,5285
DB02381,5286
DB02400,5287
DB02402,5288
DB02404,5289
DB02406,5290
DB02407,5291
DB02419,5292
DB02420,5293
DB02424,5294
DB02431,5295
DB02432,5296
DB02448,5297
DB02451,5298
DB02452,5299
DB02462,5300
DB02463,5301
DB02471,5302
DB02482,5303
DB02495,5304
DB02498,5305
DB02500,5306
DB02508,5307
DB02509,5308
DB02518,5309
DB02526,5310
DB02530,5311
DB02531,5312
DB02540,5313
DB02545,5314
DB02552,5315
DB02553,5316
DB02555,5317
DB02557,5318
DB02567,5319
DB02568,5320
DB02587,5321
DB02589,5322
DB02594,5323
DB02597,5324
DB02602,5325
DB02603,5326
DB02604,5327
DB02616,5328
DB02620,5329
DB02621,5330
DB02622,5331
DB02624,5332
DB02633,5333
DB02640,5334
DB02647,5335
DB02655,5336
DB02656,5337
DB02659,5338
DB02660,5339
DB02662,5340
DB02669,5341
DB02673,5342
DB02690,5343
DB02697,5344
DB02701,5345
DB02709,5346
DB02719,5347
DB02720,5348
DB02727,5349
DB02733,5350
DB02741,5351
DB02745,5352
DB02754,5353
DB02755,5354
DB02762,5355
DB02765,5356
DB02767,5357
DB02773,5358
DB02778,5359
DB02779,5360
DB02789,5361
DB02795,5362
DB02796,5363
DB02803,5364
DB02809,5365
DB02811,5366
DB02812,5367
DB02818,5368
DB02821,5369
DB02824,5370
DB02828,5371
DB02830,5372
DB02834,5373
DB02843,5374
DB02845,5375
DB02852,5376
DB02857,5377
DB02859,5378
DB02860,5379
DB02866,5380
DB02877,5381
DB02878,5382
DB02884,5383
DB02888,5384
DB02893,5385
DB02895,5386
DB02900,5387
DB02901,5388
DB02908,5389
DB02911,5390
DB02921,5391
DB02925,5392
DB02938,5393
DB02950,5394
DB02953,5395
DB02962,5396
DB02966,5397
DB02977,5398
DB02979,5399
DB02983,5400
DB02985,5401
DB02986,5402
DB02991,5403
DB02994,5404
DB02998,5405
DB02999,5406
DB03000,5407
DB03015,5408
DB03017,5409
DB03024,5410
DB03028,5411
DB03033,5412
DB03040,5413
DB03041,5414
DB03048,5415
DB03052,5416
DB03056,5417
DB03060,5418
DB03065,5419
DB03070,5420
DB03073,5421
DB03078,5422
DB03083,5423
DB03085,5424
DB03088,5425
DB03092,5426
DB03096,5427
DB03100,5428
DB03101,5429
DB03104,5430
DB03106,5431
DB03107,5432
DB03108,5433
DB03110,5434
DB03114,5435
DB03127,5436
DB03136,5437
DB03144,5438
DB03147,5439
DB03148,5440
DB03159,5441
DB03203,5442
DB03217,5443
DB03218,5444
DB03220,5445
DB03221,5446
DB03222,5447
DB03225,5448
DB03253,5449
DB03254,5450
DB03255,5451
DB03260,5452
DB03268,5453
DB03270,5454
DB03279,5455
DB03280,5456
DB03283,5457
DB03298,5458
DB03305,5459
DB03306,5460
DB03310,5461
DB03312,5462
DB03316,5463
DB03332,5464
DB03336,5465
DB03338,5466
DB03345,5467
DB03349,5468
DB03351,5469
DB03365,5470
DB03367,5471
DB03370,5472
DB03385,5473
DB03395,5474
DB03401,5475
DB03404,5476
DB03411,5477
DB03419,5478
DB03424,5479
DB03435,5480
DB03439,5481
DB03451,5482
DB03462,5483
DB03466,5484
DB03467,5485
DB03468,5486
DB03477,5487
DB03485,5488
DB03501,5489
DB03509,5490
DB03525,5491
DB03526,5492
DB03535,5493
DB03541,5494
DB03552,5495
DB03553,5496
DB03554,5497
DB03560,5498
DB03566,5499
DB03568,5500
DB03572,5501
DB03573,5502
DB03575,5503
DB03587,5504
DB03591,5505
DB03594,5506
DB03596,5507
DB03597,5508
DB03600,5509
DB03601,2106
DB03604,5510
DB03606,5511
DB03609,5512
DB03614,5513
DB03619,5514
DB03621,5515
DB03623,5516
DB03628,5517
DB03633,5518
DB03636,5519
DB03639,5520
DB03643,5521
DB03657,5522
DB03660,5523
DB03661,5524
DB03667,5525
DB03672,5526
DB03677,5527
DB03691,5528
DB03694,5529
DB03697,5530
DB03701,5531
DB03707,5532
DB03709,5533
DB03712,5534
DB03721,5535
DB03722,5536
DB03729,5537
DB03736,5538
DB03740,5539
DB03752,5540
DB03754,5541
DB03756,5542
DB03757,5543
DB03758,5544
DB03759,5545
DB03777,5546
DB03782,5547
DB03783,5548
DB03788,5549
DB03791,5550
DB03793,5551
DB03796,5552
DB03801,5553
DB03804,5554
DB03809,5555
DB03814,5556
DB03822,5557
DB03828,5558
DB03841,5559
DB03843,5560
DB03844,5561
DB03847,5562
DB03851,5563
DB03852,5564
DB03854,5565
DB03860,5566
DB03866,5567
DB03867,5568
DB03876,5569
DB03877,5570
DB03880,5571
DB03882,5572
DB03886,5573
DB03892,5574
DB03894,5575
DB03899,5576
DB03900,5577
DB03902,5578
DB03906,5579
DB03909,5580
DB03910,5581
DB03918,5582
DB03921,5583
DB03925,5584
DB03929,5585
DB03932,5586
DB03940,5587
DB03945,5588
DB03948,5589
DB03953,5590
DB03957,5591
DB03959,5592
DB03966,5593
DB03968,5594
DB03971,5595
DB03974,5596
DB03975,5597
DB03977,5598
DB03980,5599
DB04001,5600
DB04005,5601
DB04007,5602
DB04010,5603
DB04014,5604
DB04017,5605
DB04018,5606
DB04021,5607
DB04029,5608
DB04044,5609
DB04066,5610
DB04076,5611
DB04080,5612
DB04089,5613
DB04094,5614
DB04095,5615
DB04106,5616
DB04115,5617
DB04129,5618
DB04132,5619
DB04137,5620
DB04139,5621
DB04147,5622
DB04149,5623
DB04152,5624
DB04160,5625
DB04163,5626
DB04177,5627
DB04178,5628
DB04188,5629
DB04195,5630
DB04202,5631
DB04203,5632
DB04209,5633
DB04213,5634
DB04214,5635
DB04216,5636
DB04218,5637
DB04223,5638
DB04224,5639
DB04233,5640
DB04242,5641
DB04250,5642
DB04253,5643
DB04256,5644
DB04260,5645
DB04263,5646
DB04264,5647
DB04272,5648
DB04275,5649
DB04286,5650
DB04287,5651
DB04295,5652
DB04297,5653
DB04306,5654
DB04307,5655
DB04315,5656
DB04325,5657
DB04327,5658
DB04334,5659
DB04338,5660
DB04339,5661
DB04348,5662
DB04365,5663
DB04367,5664
DB04368,5665
DB04371,5666
DB04376,5667
DB04377,5668
DB04379,5669
DB04381,5670
DB04387,5671
DB04389,5672
DB04392,5673
DB04400,5674
DB04409,5675
DB04426,5676
DB04440,5677
DB04453,5678
DB04459,5679
DB04462,5680
DB04463,5681
DB04464,5682
DB04466,5683
DB04474,5684
DB04485,5685
DB04487,5686
DB04491,5687
DB04493,5688
DB04495,5689
DB04509,5690
DB04522,5691
DB04523,5692
DB04530,5693
DB04531,5694
DB04534,5695
DB04540,5696
DB04552,5697
DB04556,5698
DB04557,5699
DB04559,5700
DB04560,5701
DB04566,5702
DB04576,5703
DB04577,5704
DB04581,5705
DB04599,5706
DB04607,5707
DB04614,5708
DB04615,5709
DB04616,5710
DB04620,5711
DB04630,5712
DB04652,5713
DB04655,5714
DB04658,5715
DB04660,5716
DB04665,5717
DB04674,5718
DB04690,5719
DB04703,5720
DB04705,5721
DB04707,5722
DB04711,5723
DB04714,5724
DB04716,5725
DB04719,5726
DB04723,5727
DB04725,5728
DB04728,5729
DB04743,5730
DB04745,5731
DB04751,5732
DB04753,5733
DB04754,5734
DB04757,5735
DB04769,5736
DB04781,5737
DB04787,5738
DB04795,5739
DB04797,5740
DB04800,5741
DB04801,5742
DB04813,5743
DB04815,5744
DB04824,5745
DB04828,5746
DB04829,5747
DB04837,5748
DB04838,5749
DB04841,5750
DB04857,5751
DB04858,5752
DB04859,5753
DB04860,5754
DB04863,5755
DB04864,4116
DB04865,5756
DB04867,5757
DB04870,5758
DB04872,5759
DB04875,5760
DB04877,5761
DB04881,5762
DB04892,5763
DB04895,5764
DB04901,5765
DB04905,5766
DB04908,5767
DB04915,5768
DB04917,5769
DB04930,5770
DB04932,5771
DB04947,5772
DB04951,5773
DB04967,5774
DB04971,5775
DB04972,5776
DB04974,5777
DB04975,5778
DB05013,5779
DB05034,5780
DB05053,5781
DB05057,5782
DB05084,5783
DB05097,5784
DB05100,5785
DB05103,5786
DB05107,5787
DB05129,5788
DB05137,5789
DB05152,5790
DB05155,5791
DB05171,5792
DB05204,5793
DB05217,5794
DB05225,5795
DB05229,5796
DB05232,5797
DB05252,5798
DB05265,5799
DB05296,5800
DB05327,5801
DB05339,5802
DB05343,5803
DB05361,5804
DB05382,5805
